base_seg_id	source	target	score	severity	ht	auto_rank	bleu	chrf	ter	comet_ref	comet_qe
_EN_DE_003752-01	While I welcome the Commissioner 's statement, I regret the fact that the Commission 's work has not been more balanced recognising, for example, that there is a dark side to globalisation, too and has not been more ambitious.	Wenngleich ich die Erklärung des Kommissionsmitglieds begrüße, bedauere ich, dass die Arbeit der Kommission nicht ausgewogener gewesen ist indem sie zu dem Beispiel berücksichtigt, dass die Globalisierung auch ihre Schattenseiten hat und dass sie ihre Ziele nicht weiter gesteckt hat. [MISSING]			Wenngleich ich die Erklärung des Kommissionsmitglieds begrüße, bedauere ich, dass die Arbeit der Kommission nicht ausgewogener gewesen ist indem sie zu dem Beispiel berücksichtigt, dass die Globalisierung auch ihre Schattenseiten hat und dass sie ihre Ziele nicht weiter gesteckt hat.	human	31.454956288315557	59.60502518096625	55.00000000000001	0.8302996754646301	0.8672263026237488
_EN_DE_003752-02	Why did the Commission not take up Mr Verhofstadt 's suggestion that we should have a G8 not based on wealth and composed of the richest nations, but based on population and composed of the world 's major regional bodies, thereby involving the African Union, Mercosur, the South Asian Area of Regional Cooperation (SAARC) and so on?	Warum hat die Kommission denn den Vorschlag von Herrn Verhofstadt nicht aufgegriffen, wonach das Kriterium für die Zugehörigkeit zu der G8 nicht der Reichtum sein sollte und ihr nicht nur die wohlhabendsten Staaten angehören sollten, sondern vielmehr das Kriterium der Bevölkerungszahl gilt und die größten regionalen Vereinigungen der Welt vertreten wären, so unter anderem die Afrikanische Union, Mercosur, die Südasiatische Vereinigung für Regionale Zusammenarbeit (SAARC) und andere? [MISSING]			Warum hat die Kommission denn den Vorschlag von Herrn Verhofstadt nicht aufgegriffen, wonach das Kriterium für die Zugehörigkeit zu der G8 nicht der Reichtum sein sollte und ihr nicht nur die wohlhabendsten Staaten angehören sollten, sondern vielmehr das Kriterium der Bevölkerungszahl gilt und die größten regionalen Vereinigungen der Welt vertreten wären, so unter anderem die Afrikanische Union, Mercosur, die Südasiatische Vereinigung für Regionale Zusammenarbeit (SAARC) und andere?	human	28.06366227526036	59.26668909034666	58.2089552238806	0.814453661441803	0.8452455401420593
_EN_DE_003752-03	Globalism has led to a world of interconnected communities.	Die Globalisierung hat zu einer Welt der miteinander verbundenen Gemeinschaften geführt. [MISSING]			Die Globalisierung hat zu einer Welt der miteinander verbundenen Gemeinschaften geführt.	human	55.097857671324185	89.10863013820035	18.181818181818183	0.9580699801445008	0.872221052646637
_EN_DE_003752-04	Technology and language learning have transformed our ability to communicate.	Die moderne Technik und das Erlernen von Fremdsprachen haben unsere Kommunikationsfähigkeiten verändert. [MISSING]			Die moderne Technik und das Erlernen von Fremdsprachen haben unsere Kommunikationsfähigkeiten verändert.	human	8.840282257465129	61.01335718750017	66.66666666666666	0.9179750084877014	0.8802394270896912
_EN_DE_003752-05	Trade and investment have changed our economic perspectives and vastly increased our wealth.	Handel und Investitionen haben unsere wirtschaftlichen Perspektiven verändert und unseren Reichtum beträchtlich erhöht. [MISSING]			Handel und Investitionen haben unsere wirtschaftlichen Perspektiven verändert und unseren Reichtum beträchtlich erhöht.	human	69.30977286178778	76.94677245770194	23.07692307692308	0.9439218640327454	0.8830912113189697
_EN_DE_003752-06	Travel has opened up new horizons and new opportunities for human contact.	Das Reisen hat neue Horizonte und neue Möglichkeiten für zwischenmenschliche Kontakte eröffnet. [MISSING]			Das Reisen hat unseren Horizont erweitert und neue Möglichkeiten zu persönlichen Kontakten geschaffen.	best	18.61028050495244	54.51022821206853	53.84615384615385	0.9147027134895324	0.8675731420516968
_EN_DE_003752-07	And yet all this has not come without a cost, because criminals have organised themselves into global networks; humankind 's damage to our natural environment threatens the future viability of life on our planet; and powerlessness and alienation are restricting opportunities for far too many to develop their own abilities and to improve the lot of themselves and their families.	Und doch hat all dies seinen Preis, denn Kriminelle haben sich zu globalen Netzwerken zusammengeschlossen; die von den Menschen verursachten Schäden an unserer natürlichen Umwelt bedrohen die Zukunftsfähigkeit des Lebens auf unserem Planeten; und Machtlosigkeit und Entfremdung schränken die Möglichkeiten viel zu vieler Menschen ein, ihre eigenen Fähigkeiten zu entwickeln und ihr Schicksal und das ihrer Familien zu verbessern. [MISSING]			Dennoch sind damit auch Nachteile verbunden, da sich Kriminelle in globalen Netzwerken organisieren konnten, die Zerstörung der Umwelt durch den Menschen künftiges Leben auf unserem Planeten gefährdet, und Machtlosigkeit und Verfremdung zu viele Menschen in ihren Möglichkeiten einschränken, als dass sie ihre Fähigkeiten entwickeln und ihre Lebenssituation bzw. die ihrer Familien verbessern könnten.	best	6.190867264354499	55.13481156314567	83.01886792452831	0.841023325920105	0.8754785060882568
_EN_DE_003752-08	History, Mr President, suggests that if the world were truly a global village, many more would be shocked by the misery of the poor.	Die Geschichte, Herr Präsident, zeigt, dass, wenn die Welt wirklich ein globales Dorf wäre, viel mehr Menschen über das Elend der Armen schockiert wären. [MISSING]			Die Geschichte zeigt, Herr Präsident, dass, wenn die Welt inzwischen tatsächlich ein globales Dorf wäre, viel mehr Menschen über das Elend der Armen schockiert wären.	best	77.55931722836468	84.06117400755605	16.0	0.9217109084129332	0.8772261142730713
_EN_DE_003752-09	Of 6 billion human beings, half are living on less than EUR 2 per day and 800 million are going to sleep hungry every night.	Von 6 Milliarden Menschen leben die Hälfte von weniger als 2 Euro pro Tag, und 800 Millionen gehen jeden Abend hungrig zu Bett. [MISSING]			Von den sechs Milliarden Menschen auf der Erde muss die Hälfte mit weniger als 2 EUR pro Tag auskommen und 800 Millionen gehen jeden Abend hungrig schlafen.	best	31.37099751661675	59.32173468390049	44.44444444444444	0.8874925971031189	0.881622850894928
_EN_DE_003752-10	I say, therefore, to our friends on the Right that yes, the market economy, if intelligently regulated, is the most powerful instrument known to mankind to lift people out of poverty.	Ich sage daher unseren Freunden auf der rechten Seite: Ja, die Marktwirtschaft ist, wenn sie intelligent reguliert wird, das mächtigste Instrument, das die Menschheit kennt, um Menschen aus der Armut zu befreien. [MISSING]			Daher sage ich zu unseren Freunden auf der rechten Seite: Ja, die Marktwirtschaft ist, wenn sie umsichtig reguliert wird, das mächtigste, der Menschheit bekannte Instrument, um Menschen von Armut zu befreien.	best	57.704995685438426	77.89404092981252	35.483870967741936	0.9089828729629515	0.8696286678314209
